dep_id,application_id,application_name,library,version,is_risky,risk_type,severity,score,explanation
DEP-0173,APP-004,HRPortal,bandit,1.8.9,True,VULNERABLE_DEPENDENCY,HIGH,12.75,"bandit:1.8.9 has CVE-2024-1198 (CVSS 8.5, HIGH). No patch available. [risk model confidence: 99%]"
DEP-0174,APP-004,HRPortal,ansible-core,3.5.6,False,NONE,NONE,0.0,
DEP-0175,APP-004,HRPortal,urllib3,4.12.0,True,ELEVATED_RISK,LOW,1.5,"urllib3 flagged by the risk model on combined signal strength (no single dominant factor -- age 84 days, exploitability/patch history considered together) [confidence: 64%]."
DEP-0176,APP-004,HRPortal,aiohttp,2.12.0,True,VULNERABLE_DEPENDENCY,HIGH,8.3,"aiohttp:2.12.0 has CVE-2022-1064 (CVSS 8.3, HIGH). Patched in 5.11.0. [risk model confidence: 56%]"
DEP-0177,APP-004,HRPortal,pandas,5.4.7,False,NONE,NONE,0.0,
DEP-0178,APP-004,HRPortal,cryptography,2.14.1,False,NONE,NONE,0.0,
DEP-0179,APP-004,HRPortal,pydantic,4.11.1,True,VULNERABLE_DEPENDENCY,HIGH,10.95,"pydantic:4.11.1 has CVE-2022-1181 (CVSS 7.3, HIGH). No patch available. [risk model confidence: 73%]"
DEP-0180,APP-004,HRPortal,caffeine,2.4.2,True,VULNERABLE_DEPENDENCY,MEDIUM,5.5,"caffeine:2.4.2 has CVE-2022-1085 (CVSS 5.5, MEDIUM). Patched in 4.7.0. [risk model confidence: 92%]"
DEP-0181,APP-004,HRPortal,markupsafe,2.0.9,True,LICENSE_UNKNOWN,HIGH,3.0,markupsafe has no declared license — legal status unknown.
DEP-0182,APP-004,HRPortal,typescript,4.13.7,True,VULNERABLE_DEPENDENCY,MEDIUM,5.3,"typescript:4.13.7 has CVE-2026-1092 (CVSS 5.3, MEDIUM). Patched in 5.8.0. [risk model confidence: 87%]"
DEP-0183,APP-004,HRPortal,hibernate-validator,1.4.0,True,VULNERABLE_DEPENDENCY,CRITICAL,9.7,"hibernate-validator:1.4.0 has CVE-2024-1060 (CVSS 9.7, CRITICAL). Patched in 2.8.0. [risk model confidence: 100%]"
DEP-0184,APP-004,HRPortal,botocore,1.13.8,False,NONE,NONE,0.0,
DEP-0185,APP-004,HRPortal,safety,1.2.7,False,NONE,NONE,0.0,
DEP-0186,APP-004,HRPortal,flask,4.7.2,False,NONE,NONE,0.0,
DEP-0187,APP-004,HRPortal,pillow,1.0.7,False,NONE,NONE,0.0,
DEP-0188,APP-004,HRPortal,rich,4.0.5,True,UNMAINTAINED,LOW,1.5,"rich last updated 2021-02-16, over 2 years old. [risk model confidence: 99%]"
DEP-0189,APP-004,HRPortal,charset-normalizer,3.4.1,False,NONE,NONE,0.0,
DEP-0190,APP-004,HRPortal,requests,3.6.0,True,TRANSITIVE_VULNERABILITY,MEDIUM,5.51,"requests:3.6.0 has CVE-2023-1124 (CVSS 4.9, MEDIUM). No patch available. Pulled in transitively via pyjwt:5.2.2, pyyaml:5.10.7, aiohttp:2.12.0, hibernate-validator:1.4.0, safety:1.2.7. [risk model confidence: 95%]"
DEP-0191,APP-004,HRPortal,bcrypt,1.10.2,True,TRANSITIVE_VULNERABILITY,CRITICAL,10.58,"bcrypt:1.10.2 has CVE-2023-1074 (CVSS 9.4, CRITICAL). No patch available. Pulled in transitively via paramiko:5.10.10, pyjwt:5.2.2. [risk model confidence: 85%]"
DEP-0192,APP-004,HRPortal,click,1.8.4,False,NONE,NONE,0.0,
DEP-0193,APP-004,HRPortal,hibernate-core,3.12.5,True,UNMAINTAINED,LOW,1.5,"hibernate-core last updated 2022-02-07, over 2 years old. [risk model confidence: 100%]"
DEP-0194,APP-004,HRPortal,celery,2.9.6,False,NONE,NONE,0.0,
DEP-0195,APP-004,HRPortal,psycopg2,3.6.1,False,NONE,NONE,0.0,
DEP-0196,APP-004,HRPortal,six,2.8.4,True,TRANSITIVE_VULNERABILITY,MEDIUM,4.5,"six:2.8.4 has CVE-2023-1162 (CVSS 6.0, MEDIUM). Patched in 4.0.0. Pulled in transitively via moment:2.6.3, hibernate-validator:1.4.0. [risk model confidence: 88%]"
DEP-0197,APP-004,HRPortal,scikit-learn,4.8.2,False,NONE,NONE,0.0,
DEP-0198,APP-004,HRPortal,setuptools,2.12.1,False,NONE,NONE,0.0,
DEP-0199,APP-004,HRPortal,uvicorn,4.6.8,False,NONE,NONE,0.0,
DEP-0200,APP-004,HRPortal,matplotlib,1.5.7,False,NONE,NONE,0.0,
DEP-0201,APP-005,AnalyticsDashboard,moment,1.14.1,False,NONE,NONE,0.0,
DEP-0202,APP-005,AnalyticsDashboard,formidable,5.8.5,False,NONE,NONE,0.0,
DEP-0203,APP-005,AnalyticsDashboard,cheerio,3.15.7,True,UNMAINTAINED,LOW,2.0,"cheerio last updated 2020-07-29, over 2 years old. [risk model confidence: 99%]"
DEP-0204,APP-005,AnalyticsDashboard,bcrypt,1.9.8,False,NONE,NONE,0.0,
DEP-0205,APP-005,AnalyticsDashboard,mocha,4.10.8,False,NONE,NONE,0.0,
DEP-0206,APP-005,AnalyticsDashboard,nanoid,3.12.1,False,NONE,NONE,0.0,
DEP-0207,APP-005,AnalyticsDashboard,winston,1.4.10,True,VULNERABLE_DEPENDENCY,LOW,3.6,"winston:1.4.10 has CVE-2023-1150 (CVSS 3.6, LOW). Patched in 3.0.0. [risk model confidence: 74%]"
DEP-0208,APP-005,AnalyticsDashboard,sequelize,3.2.9,True,LICENSE_CONFLICT,CRITICAL,8.0,AGPL-3.0 license is incompatible with proprietary app AnalyticsDashboard.
DEP-0209,APP-005,AnalyticsDashboard,commander,2.13.9,True,VULNERABLE_DEPENDENCY,CRITICAL,9.5,"commander:2.13.9 has CVE-2024-1126 (CVSS 9.5, CRITICAL). Patched in 4.0.0. [risk model confidence: 72%]"
DEP-0210,APP-005,AnalyticsDashboard,dotenv,4.4.4,False,NONE,NONE,0.0,
DEP-0211,APP-005,AnalyticsDashboard,setuptools,5.13.9,False,NONE,NONE,0.0,
DEP-0212,APP-005,AnalyticsDashboard,babel-core,5.15.3,True,VULNERABLE_DEPENDENCY,CRITICAL,9.8,"babel-core:5.15.3 has CVE-2025-1106 (CVSS 9.8, CRITICAL). Patched in 6.0.0. [risk model confidence: 93%]"
DEP-0213,APP-005,AnalyticsDashboard,node-fetch,2.8.7,False,NONE,NONE,0.0,
DEP-0214,APP-005,AnalyticsDashboard,morgan,5.10.6,True,VULNERABLE_DEPENDENCY,MEDIUM,6.9,"morgan:5.10.6 has CVE-2025-1105 (CVSS 4.6, MEDIUM). No patch available. [risk model confidence: 99%]"
DEP-0215,APP-005,AnalyticsDashboard,multer,5.0.4,False,NONE,NONE,0.0,
DEP-0216,APP-005,AnalyticsDashboard,mongoose,1.3.9,False,NONE,NONE,0.0,
DEP-0217,APP-005,AnalyticsDashboard,nodemon,2.15.2,False,NONE,NONE,0.0,
DEP-0218,APP-005,AnalyticsDashboard,eslint,1.8.1,False,NONE,NONE,0.0,
DEP-0219,APP-005,AnalyticsDashboard,next,4.15.4,False,NONE,NONE,0.0,
DEP-0220,APP-005,AnalyticsDashboard,cors,5.12.7,False,NONE,NONE,0.0,
DEP-0221,APP-005,AnalyticsDashboard,knex,1.0.1,True,LICENSE_CONFLICT,CRITICAL,8.0,GPL-2.0 license is incompatible with proprietary app AnalyticsDashboard.
DEP-0222,APP-005,AnalyticsDashboard,chalk,1.0.9,True,VULNERABLE_DEPENDENCY,LOW,1.2,"chalk:1.0.9 has CVE-2022-1170 (CVSS 1.2, LOW). Patched in 4.0.0. [risk model confidence: 91%]"
DEP-0223,APP-005,AnalyticsDashboard,vue,1.5.4,False,NONE,NONE,0.0,
DEP-0224,APP-005,AnalyticsDashboard,react,4.12.5,False,NONE,NONE,0.0,
DEP-0225,APP-005,AnalyticsDashboard,typescript,4.8.1,False,NONE,NONE,0.0,
DEP-0226,APP-005,AnalyticsDashboard,puppeteer,1.12.4,False,NONE,NONE,0.0,
DEP-0227,APP-005,AnalyticsDashboard,inquirer,1.12.7,False,NONE,NONE,0.0,
DEP-0228,APP-005,AnalyticsDashboard,passport,1.11.8,False,NONE,NONE,0.0,
DEP-0229,APP-005,AnalyticsDashboard,apollo-server,5.1.6,True,VULNERABLE_DEPENDENCY,HIGH,7.3,"apollo-server:5.1.6 has CVE-2026-1029 (CVSS 7.3, HIGH). Patched in 5.5.0. [risk model confidence: 56%]"
DEP-0230,APP-005,AnalyticsDashboard,react-dom,5.7.7,True,VULNERABLE_DEPENDENCY,HIGH,10.8,"react-dom:5.7.7 has CVE-2022-1166 (CVSS 7.2, HIGH). No patch available. [risk model confidence: 77%]"
DEP-0231,APP-005,AnalyticsDashboard,angular-core,5.4.9,False,NONE,NONE,0.0,
DEP-0232,APP-005,AnalyticsDashboard,jest,5.2.1,False,NONE,NONE,0.0,
DEP-0233,APP-005,AnalyticsDashboard,hibernate-validator,5.4.5,True,VULNERABLE_DEPENDENCY,MEDIUM,7.8,"hibernate-validator:5.4.5 has CVE-2021-1061 (CVSS 5.2, MEDIUM). No patch available. [risk model confidence: 89%]"
DEP-0234,APP-005,AnalyticsDashboard,spring-boot-starter,2.11.8,True,UNMAINTAINED,LOW,2.0,"spring-boot-starter last updated 2023-07-18, over 2 years old. [risk model confidence: 99%]"
DEP-0235,APP-005,AnalyticsDashboard,yargs,1.0.0,False,NONE,NONE,0.0,
DEP-0236,APP-005,AnalyticsDashboard,postgresql-jdbc,4.6.3,False,NONE,NONE,0.0,
DEP-0237,APP-005,AnalyticsDashboard,micrometer-core,1.10.4,True,LICENSE_UNKNOWN,HIGH,2.25,micrometer-core has no declared license — legal status unknown.
DEP-0238,APP-005,AnalyticsDashboard,helmet,1.9.5,False,NONE,NONE,0.0,
DEP-0239,APP-005,AnalyticsDashboard,protobuf-java,2.4.0,False,NONE,NONE,0.0,
DEP-0240,APP-005,AnalyticsDashboard,prettier,4.2.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,6.3,"prettier:4.2.2 has CVE-2023-1187 (CVSS 5.6, MEDIUM). No patch available. [risk model confidence: 94%]"
DEP-0241,APP-005,AnalyticsDashboard,axios,4.0.1,True,TRANSITIVE_VULNERABILITY,MEDIUM,4.73,"axios:4.0.1 has CVE-2022-1196 (CVSS 4.2, MEDIUM). No patch available. Pulled in transitively via bcrypt:1.9.8, winston:1.4.10, sequelize:3.2.9, react-dom:5.7.7. [risk model confidence: 99%]"
DEP-0242,APP-005,AnalyticsDashboard,graphql,1.3.7,True,TRANSITIVE_VULNERABILITY,LOW,0.52,"graphql:1.3.7 has CVE-2025-1158 (CVSS 0.7, LOW). Patched in 5.0.0. Pulled in transitively via react:4.12.5, puppeteer:1.12.4. [risk model confidence: 95%]"
DEP-0243,APP-005,AnalyticsDashboard,bull,3.3.1,True,ELEVATED_RISK,LOW,1.12,"bull flagged by the risk model on combined signal strength (no single dominant factor -- age 444 days, exploitability/patch history considered together) [confidence: 71%]."
DEP-0244,APP-005,AnalyticsDashboard,sharp,1.6.2,True,TRANSITIVE_VULNERABILITY,HIGH,5.47,"sharp:1.6.2 has CVE-2024-1099 (CVSS 7.3, HIGH). Patched in 5.13.0. [risk model confidence: 61%]"
DEP-0245,APP-005,AnalyticsDashboard,express,3.4.3,True,TRANSITIVE_VULNERABILITY,MEDIUM,6.19,"express:3.4.3 has CVE-2022-1171 (CVSS 5.5, MEDIUM). No patch available. Pulled in transitively via mocha:4.10.8, react:4.12.5, angular-core:5.4.9. [risk model confidence: 99%]"
DEP-0246,APP-005,AnalyticsDashboard,echo,4.6.2,False,NONE,NONE,0.0,
DEP-0247,APP-005,AnalyticsDashboard,testify,2.9.8,False,NONE,NONE,0.0,
DEP-0248,APP-005,AnalyticsDashboard,webpack,4.4.0,False,NONE,NONE,0.0,
DEP-0249,APP-005,AnalyticsDashboard,dayjs,2.9.0,False,NONE,NONE,0.0,
DEP-0250,APP-005,AnalyticsDashboard,mysql-connector-java,1.6.8,False,NONE,NONE,0.0,
DEP-0251,APP-006,MobileBackend,zap,4.6.3,False,NONE,NONE,0.0,
DEP-0252,APP-006,MobileBackend,protobuf-go,4.9.7,False,NONE,NONE,0.0,
DEP-0253,APP-006,MobileBackend,sarama,4.2.1,True,UNMAINTAINED,LOW,2.0,"sarama last updated 2021-07-19, over 2 years old. [risk model confidence: 99%]"
DEP-0254,APP-006,MobileBackend,pyjwt,2.0.4,True,VULNERABLE_DEPENDENCY,HIGH,10.95,"pyjwt:2.0.4 has CVE-2025-1123 (CVSS 7.3, HIGH). No patch available. [risk model confidence: 89%]"
DEP-0255,APP-006,MobileBackend,moment,3.15.9,False,NONE,NONE,0.0,
DEP-0256,APP-006,MobileBackend,testify,2.11.4,True,VULNERABLE_DEPENDENCY,HIGH,7.7,"testify:2.11.4 has CVE-2026-1044 (CVSS 7.7, HIGH). Patched in 5.8.0. [risk model confidence: 92%]"
DEP-0257,APP-006,MobileBackend,crypto-go,5.1.10,False,NONE,NONE,0.0,
DEP-0258,APP-006,MobileBackend,python-dateutil,2.14.5,False,NONE,NONE,0.0,
DEP-0259,APP-006,MobileBackend,mux,4.10.1,True,VULNERABLE_DEPENDENCY,MEDIUM,6.5,"mux:4.10.1 has CVE-2022-1199 (CVSS 6.5, MEDIUM). Patched in 6.0.0. [risk model confidence: 99%]"
DEP-0260,APP-006,MobileBackend,logrus,5.6.9,True,UNMAINTAINED,LOW,2.0,"logrus last updated 2023-01-07, over 2 years old. [risk model confidence: 99%]"
DEP-0261,APP-006,MobileBackend,gorm,5.1.10,True,ELEVATED_RISK,LOW,1.5,"gorm flagged by the risk model on combined signal strength (no single dominant factor -- age 657 days, exploitability/patch history considered together) [confidence: 92%]."
DEP-0262,APP-006,MobileBackend,go-jwt,5.2.3,False,NONE,NONE,0.0,
DEP-0263,APP-006,MobileBackend,aws-sdk-go,1.12.1,True,LICENSE_CONFLICT,CRITICAL,8.0,AGPL-3.0 license is incompatible with proprietary app MobileBackend.
DEP-0264,APP-006,MobileBackend,viper,2.6.2,False,NONE,NONE,0.0,
DEP-0265,APP-006,MobileBackend,resty,1.4.4,False,NONE,NONE,0.0,
DEP-0266,APP-006,MobileBackend,gson,4.2.9,False,NONE,NONE,0.0,
DEP-0267,APP-006,MobileBackend,spring-core,2.1.4,False,NONE,NONE,0.0,
DEP-0268,APP-006,MobileBackend,yaml-go,1.5.8,True,VULNERABLE_DEPENDENCY,HIGH,7.8,"yaml-go:1.5.8 has CVE-2024-1112 (CVSS 7.8, HIGH). Patched in 2.0.0. [risk model confidence: 84%]"
DEP-0269,APP-006,MobileBackend,fiber,1.4.8,True,UNMAINTAINED,LOW,2.0,"fiber last updated 2020-11-12, over 2 years old. [risk model confidence: 99%]"
DEP-0270,APP-006,MobileBackend,gin,5.3.6,False,NONE,NONE,0.0,
DEP-0271,APP-006,MobileBackend,json-iterator,3.5.4,True,LICENSE_CONFLICT,CRITICAL,8.0,GPL-2.0 license is incompatible with proprietary app MobileBackend.
DEP-0272,APP-006,MobileBackend,numpy,4.3.1,True,LICENSE_CONFLICT,CRITICAL,8.0,GPL-3.0 license is incompatible with proprietary app MobileBackend.
DEP-0273,APP-006,MobileBackend,golangci-lint,5.1.7,True,UNMAINTAINED,LOW,2.0,"golangci-lint last updated 2020-07-16, over 2 years old. [risk model confidence: 99%]"
DEP-0274,APP-006,MobileBackend,pgx,1.2.2,False,NONE,NONE,0.0,
DEP-0275,APP-006,MobileBackend,aiohttp,2.9.2,False,NONE,NONE,0.0,
DEP-0276,APP-006,MobileBackend,go-redis,4.6.8,False,NONE,NONE,0.0,
DEP-0277,APP-006,MobileBackend,bcrypt-go,3.1.1,True,VULNERABLE_DEPENDENCY,MEDIUM,6.0,"bcrypt-go:3.1.1 has CVE-2023-1054 (CVSS 6.0, MEDIUM). Patched in 4.9.0. [risk model confidence: 79%]"
DEP-0278,APP-006,MobileBackend,fasthttp,2.2.7,True,VULNERABLE_DEPENDENCY,MEDIUM,10.35,"fasthttp:2.2.7 has CVE-2021-1031 (CVSS 6.9, MEDIUM). No patch available. [risk model confidence: 75%]"
DEP-0279,APP-006,MobileBackend,chi,2.2.5,True,UNMAINTAINED,LOW,2.0,"chi last updated 2022-05-19, over 2 years old. [risk model confidence: 99%]"
DEP-0280,APP-006,MobileBackend,uuid-go,5.12.7,False,NONE,NONE,0.0,
DEP-0281,APP-006,MobileBackend,nats,1.3.0,False,NONE,NONE,0.0,
DEP-0282,APP-006,MobileBackend,yargs,1.2.10,False,NONE,NONE,0.0,
DEP-0283,APP-006,MobileBackend,tomcat-embed-core,1.1.6,False,NONE,NONE,0.0,
DEP-0284,APP-006,MobileBackend,colly,2.9.2,False,NONE,NONE,0.0,
DEP-0285,APP-006,MobileBackend,sqlx,2.1.6,True,VULNERABLE_DEPENDENCY,MEDIUM,9.3,"sqlx:2.1.6 has CVE-2022-1030 (CVSS 6.2, MEDIUM). No patch available. [risk model confidence: 81%]"
DEP-0286,APP-006,MobileBackend,react-dom,3.6.1,True,TRANSITIVE_VULNERABILITY,HIGH,6.23,"react-dom:3.6.1 has CVE-2025-1179 (CVSS 8.3, HIGH). Patched in 4.0.0. Pulled in transitively via pyjwt:2.0.4, sqlx:2.1.6. [risk model confidence: 89%]"
DEP-0287,APP-006,MobileBackend,paramiko,3.9.1,True,TRANSITIVE_VULNERABILITY,HIGH,6.0,"paramiko:3.9.1 has CVE-2023-1127 (CVSS 8.0, HIGH). Patched in 6.0.0. Pulled in transitively via gson:4.2.9, spring-core:2.1.4. [risk model confidence: 99%]"
DEP-0288,APP-006,MobileBackend,cors,1.7.6,True,UNMAINTAINED,LOW,1.5,"cors last updated 2022-08-19, over 2 years old. [risk model confidence: 99%]"
DEP-0289,APP-006,MobileBackend,nats,1.5.6,False,NONE,NONE,0.0,
DEP-0290,APP-006,MobileBackend,commons-lang3,2.5.7,True,UNMAINTAINED,LOW,1.5,"commons-lang3 last updated 2021-09-05, over 2 years old. [risk model confidence: 97%]"
DEP-0291,APP-006,MobileBackend,jedis,2.7.1,False,NONE,NONE,0.0,
DEP-0292,APP-006,MobileBackend,go-jwt,4.12.3,False,NONE,NONE,0.0,
DEP-0293,APP-006,MobileBackend,inquirer,3.1.8,True,TRANSITIVE_VULNERABILITY,LOW,0.75,"inquirer:3.1.8 has CVE-2022-1032 (CVSS 1.0, LOW). Patched in 4.4.0. Pulled in transitively via zap:4.6.3, resty:1.4.4, aiohttp:2.9.2. [risk model confidence: 100%]"
DEP-0294,APP-006,MobileBackend,logback-classic,4.10.8,False,NONE,NONE,0.0,
DEP-0295,APP-006,MobileBackend,uvicorn,2.0.8,False,NONE,NONE,0.0,
DEP-0296,APP-006,MobileBackend,bouncycastle-bcprov,3.10.8,True,TRANSITIVE_VULNERABILITY,MEDIUM,3.45,"bouncycastle-bcprov:3.10.8 has CVE-2025-1010 (CVSS 4.6, MEDIUM). Patched in 4.9.0. Pulled in transitively via logrus:5.6.9, colly:2.9.2. [risk model confidence: 88%]"
DEP-0297,APP-006,MobileBackend,coverage,3.7.2,False,NONE,NONE,0.0,
DEP-0298,APP-006,MobileBackend,pyjwt,4.5.1,True,TRANSITIVE_VULNERABILITY,HIGH,8.21,"pyjwt:4.5.1 has CVE-2025-1123 (CVSS 7.3, HIGH). No patch available. Pulled in transitively via chi:2.2.5. [risk model confidence: 96%]"
DEP-0299,APP-006,MobileBackend,uuid,4.3.1,True,LICENSE_UNKNOWN,HIGH,2.25,uuid has no declared license — legal status unknown.
DEP-0300,APP-006,MobileBackend,mapstruct,4.7.8,False,NONE,NONE,0.0,
DEP-0301,APP-007,DevToolkit,pillow,4.7.4,False,NONE,NONE,0.0,
DEP-0302,APP-007,DevToolkit,viper,5.1.10,False,NONE,NONE,0.0,
DEP-0303,APP-007,DevToolkit,boto3,5.7.7,True,ELEVATED_RISK,LOW,1.5,"boto3 flagged by the risk model on combined signal strength (no single dominant factor -- age 428 days, exploitability/patch history considered together) [confidence: 65%]."
DEP-0304,APP-007,DevToolkit,logback-classic,2.14.10,True,UNMAINTAINED,LOW,2.0,"logback-classic last updated 2020-06-13, over 2 years old. [risk model confidence: 99%]"
DEP-0305,APP-007,DevToolkit,mypy,3.2.5,True,VULNERABLE_DEPENDENCY,MEDIUM,4.7,"mypy:3.2.5 has CVE-2022-1175 (CVSS 4.7, MEDIUM). Patched in 5.0.0. [risk model confidence: 91%]"
DEP-0306,APP-007,DevToolkit,certifi,3.2.1,False,NONE,NONE,0.0,
DEP-0307,APP-007,DevToolkit,twisted,3.9.3,False,NONE,NONE,0.0,
DEP-0308,APP-007,DevToolkit,markupsafe,1.7.1,True,VULNERABLE_DEPENDENCY,LOW,2.6,"markupsafe:1.7.1 has CVE-2022-1161 (CVSS 2.6, LOW). Patched in 3.0.0. [risk model confidence: 99%]"
DEP-0309,APP-007,DevToolkit,requests,1.13.7,True,VULNERABLE_DEPENDENCY,MEDIUM,7.35,"requests:1.13.7 has CVE-2023-1124 (CVSS 4.9, MEDIUM). No patch available. [risk model confidence: 81%]"
DEP-0310,APP-007,DevToolkit,scikit-learn,4.6.9,True,VULNERABLE_DEPENDENCY,LOW,5.55,"scikit-learn:4.6.9 has CVE-2021-1007 (CVSS 3.7, LOW). No patch available. [risk model confidence: 62%]"
DEP-0311,APP-007,DevToolkit,python-dateutil,4.2.0,False,NONE,NONE,0.0,
DEP-0312,APP-007,DevToolkit,werkzeug,2.15.5,True,VULNERABLE_DEPENDENCY,MEDIUM,8.4,"werkzeug:2.15.5 has CVE-2024-1004 (CVSS 5.6, MEDIUM). No patch available. [risk model confidence: 96%]"
DEP-0313,APP-007,DevToolkit,spring-core,3.12.10,False,NONE,NONE,0.0,
DEP-0314,APP-007,DevToolkit,redis-py,1.10.8,False,NONE,NONE,0.0,
DEP-0315,APP-007,DevToolkit,wheel,4.5.5,False,NONE,NONE,0.0,
DEP-0316,APP-007,DevToolkit,safety,1.7.2,True,UNMAINTAINED,LOW,2.0,"safety last updated 2022-10-10, over 2 years old. [risk model confidence: 99%]"
DEP-0317,APP-007,DevToolkit,paramiko,3.15.7,True,VULNERABLE_DEPENDENCY,HIGH,8.0,"paramiko:3.15.7 has CVE-2023-1127 (CVSS 8.0, HIGH). Patched in 6.0.0. [risk model confidence: 65%]"
DEP-0318,APP-007,DevToolkit,helmet,4.2.3,False,NONE,NONE,0.0,
DEP-0319,APP-007,DevToolkit,pandas,1.2.7,False,NONE,NONE,0.0,
DEP-0320,APP-007,DevToolkit,pyjwt,5.4.3,True,VULNERABLE_DEPENDENCY,HIGH,10.95,"pyjwt:5.4.3 has CVE-2025-1123 (CVSS 7.3, HIGH). No patch available. [risk model confidence: 99%]"
DEP-0321,APP-007,DevToolkit,urllib3,4.2.0,True,ELEVATED_RISK,LOW,1.5,"urllib3 flagged by the risk model on combined signal strength (no single dominant factor -- age 0 days, exploitability/patch history considered together) [confidence: 94%]."
DEP-0322,APP-007,DevToolkit,cryptography,3.4.5,False,NONE,NONE,0.0,
DEP-0323,APP-007,DevToolkit,psycopg2,3.5.6,False,NONE,NONE,0.0,
DEP-0324,APP-007,DevToolkit,bandit,5.2.4,True,VULNERABLE_DEPENDENCY,HIGH,12.75,"bandit:5.2.4 has CVE-2024-1198 (CVSS 8.5, HIGH). No patch available. [risk model confidence: 99%]"
DEP-0325,APP-007,DevToolkit,matplotlib,5.2.0,False,NONE,NONE,0.0,
DEP-0326,APP-007,DevToolkit,rich,2.5.6,False,NONE,NONE,0.0,
DEP-0327,APP-007,DevToolkit,cobra,5.8.10,True,UNMAINTAINED,LOW,2.0,"cobra last updated 2023-09-05, over 2 years old. [risk model confidence: 91%]"
DEP-0328,APP-007,DevToolkit,ansible-core,4.9.9,True,VULNERABLE_DEPENDENCY,MEDIUM,9.45,"ansible-core:4.9.9 has CVE-2025-1141 (CVSS 6.3, MEDIUM). No patch available. [risk model confidence: 68%]"
DEP-0329,APP-007,DevToolkit,pip,1.0.3,True,VULNERABLE_DEPENDENCY,HIGH,8.6,"pip:1.0.3 has CVE-2024-1184 (CVSS 8.6, HIGH). Patched in 3.0.0. [risk model confidence: 93%]"
DEP-0330,APP-007,DevToolkit,snakeyaml,2.14.7,False,NONE,NONE,0.0,
DEP-0331,APP-007,DevToolkit,six,4.15.9,True,ELEVATED_RISK,LOW,1.5,"six flagged by the risk model on combined signal strength (no single dominant factor -- age 144 days, exploitability/patch history considered together) [confidence: 89%]."
DEP-0332,APP-007,DevToolkit,redis,4.10.8,True,UNMAINTAINED,LOW,2.0,"redis last updated 2023-06-29, over 2 years old. [risk model confidence: 99%]"
DEP-0333,APP-007,DevToolkit,celery,5.7.9,True,ELEVATED_RISK,LOW,1.5,"celery flagged by the risk model on combined signal strength (no single dominant factor -- age 190 days, exploitability/patch history considered together) [confidence: 69%]."
DEP-0334,APP-007,DevToolkit,setuptools,4.11.7,False,NONE,NONE,0.0,
DEP-0335,APP-007,DevToolkit,coverage,1.13.7,False,NONE,NONE,0.0,
DEP-0336,APP-007,DevToolkit,charset-normalizer,1.5.6,False,NONE,NONE,0.0,
DEP-0337,APP-007,DevToolkit,pytest,3.12.0,False,NONE,NONE,0.0,
DEP-0338,APP-007,DevToolkit,numpy,1.11.0,False,NONE,NONE,0.0,
DEP-0339,APP-007,DevToolkit,botocore,1.8.0,False,NONE,NONE,0.0,
DEP-0340,APP-007,DevToolkit,scipy,2.11.4,True,TRANSITIVE_VULNERABILITY,LOW,2.03,"scipy:2.11.4 has CVE-2022-1036 (CVSS 1.8, LOW). No patch available. Pulled in transitively via markupsafe:1.7.1, scikit-learn:4.6.9, bandit:5.2.4, matplotlib:5.2.0. [risk model confidence: 81%]"
DEP-0341,APP-007,DevToolkit,httpx,3.2.1,True,TRANSITIVE_VULNERABILITY,CRITICAL,7.27,"httpx:3.2.1 has CVE-2023-1097 (CVSS 9.7, CRITICAL). Patched in 4.7.0. Pulled in transitively via matplotlib:5.2.0, redis:4.10.8. [risk model confidence: 88%]"
DEP-0342,APP-007,DevToolkit,bouncycastle-bcprov,3.4.8,False,NONE,NONE,0.0,
DEP-0343,APP-007,DevToolkit,aiohttp,2.2.8,False,NONE,NONE,0.0,
DEP-0344,APP-007,DevToolkit,gunicorn,3.0.7,True,LICENSE_UNKNOWN,HIGH,2.25,gunicorn has no declared license — legal status unknown.
DEP-0345,APP-007,DevToolkit,click,4.12.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,6.75,"click:4.12.2 has CVE-2024-1039 (CVSS 6.0, MEDIUM). No patch available. Pulled in transitively via python-dateutil:4.2.0, helmet:4.2.3, pyjwt:5.4.3, cryptography:3.4.5, rich:2.5.6, six:4.15.9. [risk model confidence: 92%]"
DEP-0346,APP-007,DevToolkit,pydantic,3.6.6,False,NONE,NONE,0.0,
DEP-0347,APP-007,DevToolkit,uvicorn,1.4.8,False,NONE,NONE,0.0,
DEP-0348,APP-007,DevToolkit,pyyaml,4.11.5,True,TRANSITIVE_VULNERABILITY,CRITICAL,6.98,"pyyaml:4.11.5 has CVE-2022-1069 (CVSS 9.3, CRITICAL). Patched in 5.10.0. [risk model confidence: 92%]"
DEP-0349,APP-007,DevToolkit,black,3.6.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,6.86,"black:3.6.2 has CVE-2024-1052 (CVSS 6.1, MEDIUM). No patch available. Pulled in transitively via paramiko:3.15.7. [risk model confidence: 99%]"
DEP-0350,APP-007,DevToolkit,jinja2,2.0.0,False,NONE,NONE,0.0,
DEP-0351,APP-008,ComplianceEngine,aws-sdk-s3,4.14.7,True,UNMAINTAINED,LOW,2.0,"aws-sdk-s3 last updated 2023-12-27, over 2 years old. [risk model confidence: 99%]"
